index,review_title,review_text,review_rating,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos
278,Excellent phone!!,"Writing this review after 1 week of usage. Purchased the 128 GB version during the freedom sale for 57k. I was confused between One plus 7 Pro, IPhone XS and the XR and I must admit that it turned out to be a good decision. Its a classy product and feels premium in hand compared to other devices in this price range. The features that the other phones boast about are hardly being used in day to day life unless you are an avid gamer. The screen size is just perfect and quality is not bad as being highlighted in some of the reviews on youtube. Battery life is excellent, camera is very good and the phone is waterproof. Performance is excellent with A12 Bionic processor.",5.0,0.016,0.748,0.236,0.9845,0.0045087575,0.029681541,0.9658097
279,"Buttery smooth performance, the real value for money iPhone.","I used to be an apple hater but no other phone ever matches the gaming optimisation of the iPhone XR/XS/XS Max. These devices with the A12 bionic chip just beat any other android devices in graphics rendering performance without a doubt. People have been complaining about the display that is basically 828p but trust me, you won’t even notice the difference between a proper 1080p screen and this one. In fact this screen looks better than most of the 1080p mobile phone screens (thanks to the liquid retina display technology it uses). The camera is amazing in all aspects and one of the best out there in the smartphone market but it can’t click portraits without detecting a human face (P.S. you can download an app named halide at the appstore to click non human portraits).",5.0,0.044,0.792,0.163,0.97,0.014998155,0.05296594,0.93203586
280,IPhone XR 64gb review after 2 weeks usage.,After 2 weeks of usages I am giving my review:,5.0,0.0,0.745,0.255,0.34,0.026923517,0.92615736,0.046919122
281,Super battery life with 2 days life without charging,Very good phone but can be priced better as this can be considered as low in value for money otherwise,5.0,0.096,0.578,0.327,0.7504,0.1138945,0.30704078,0.5790647
282,Simply superb,Best budget phone from Apple with better image stabilisation similar to iPhone XS. Battery life is extremely competitive with one plus battery's lifetime.,4.0,0.0,0.687,0.313,0.8439,0.0014868486,0.025349481,0.9731637
283,Best iPhone ever,One of the best iPhone ever. Features are fabulous and battery life is excellent. On an average it lasts up to 10 hrs if you are an extensive phone user. This includes data usage and voice calling.  Bit heavy I comparison to other iPhones or android phones but might be that’s the trick it’s good on battery life. I’ll give 10/10,5.0,0.019,0.817,0.163,0.8658,0.0022834642,0.011097269,0.9866193
284,"Worth the buy, however camera quality is not great.","The camera quality is not as good as I excepted it to be. It forms grams in the captures which is very evident when the pictures are projected on a monitor or a tv screen. Battery life is superb, goes more than 36 hours with normal usage until it hits the 20% low. Face recognition is perfect.",4.0,0.072,0.802,0.125,0.6479,0.23633239,0.38774553,0.37592214
285,Battery consumption is not according to the proposed specification,"Everything else is quite well except battery consumption which does not lie with the promised service that is upto 25 hrs of talktime (wireless) and upto 16 hrs of video streaming (wireless), at all.",2.0,0.0,0.867,0.133,0.5984,0.026307898,0.2093241,0.764368
286,Powerful Device,"Hi, The device is good as it has everything what people look for in this price segment, i have used both i11 and XR , 11 is best because it has new processor rest XR is also a good option.",5.0,0.0,0.773,0.227,0.875,0.0023244196,0.031088553,0.96658707
287,Damaged product,"I have received this product  on 1 Jul 2019, Since then i am experiencing difficulty with wi-fi Connections (taking some time to connect, not connecting spontaneously, not detecting other Wi-fi connections). Face ID not working properly (taking time to detect).  I was thinking Amazon sold the one of the damaged product. Very  bad experience with such a costly mobile ordered in Amazone",4.0,0.163,0.81,0.026,-0.8313,0.9444843,0.0508222,0.0046934504
288,"Poor refund policy, will cancel other orders too","Got.the product today, heating up very fast , and also not connecting to Android and other equipment. Not performing when trying to upload to cloud, etc. Connectivity issues.  Amazon says no refund , am in the.process of cancelling other buy orders.",2.0,0.096,0.863,0.041,-0.3182,0.85302573,0.12914999,0.017824326
289,X series in 38k ... what else u need,"Was using X 64gb from last 2 yrs, apart from OLED display things are pretty much the same",5.0,0.0,0.824,0.176,0.4939,0.02123031,0.6723394,0.30643028
290,Awesome Phone,Awesome...,5.0,0.0,1.0,0.0,0.0,0.008542537,0.08493279,0.9065247
291,iPhone XR is probably the best iPhone that is value for money with all power packed features,"iPhone XR is brilliant perfect value for money phone giving all the specs of latest iPhone in a reasonable price. Packs the same display, screen & pixel density as iPhone 11 only difference being camera upgrade & A 13 bionic processor rest almost everything is same. Excellent battery life, display in iPhone XR. The White Colour looks simple, sober & classy unlike dull creamy white in XS or XS Max last year. All in all a very good phone & thoroughly satisfied with it.",5.0,0.028,0.709,0.263,0.9701,0.0023191262,0.017011736,0.9806692
292,Would have given 5 starts if it was light weight,This phone really feature-rich.,4.0,0.0,1.0,0.0,0.0,0.002523833,0.03390322,0.963573
293,Superlative Purchase,Terrific Purchase. Initially there was a heating issue while updating software but it has gone now and working excellent.,5.0,0.0,0.693,0.307,0.7964,0.015739271,0.13416684,0.85009396
294,Worth every penny,"Coming from iphone 8, i really didn't need this upgrade..but believe it or not..i am flattered..got a stellar deal of 40k for 128GB..camera is good from iphone 8..overall still it can't beat my other beast Samsung Galaxy S10 plus..but here is the cliche..an iphone is an iphone.",5.0,0.0,0.938,0.062,0.4404,0.01042773,0.07043593,0.91913635
295,"Works as expected by Apple product , on spot",I was worried that it will be little oversized with 6.1 inch but fits well . Battery backup is good one full charge keeps it running for 1.5 days . Not tested camera yet . Got it in very good deal at 46k . Blue colour looks good.,5.0,0.03,0.706,0.264,0.9274,0.005068168,0.0481636,0.9467682
296,"Third class screen, poor outdoor visibility, wifi & data speed issue, slow charger","Third class screen and resolution, Very poor outdoor visiblity, network issue with dual sim, wifi drop/speed issue, slow data/ltr issue...slow charger included which takes ages for full charge...",1.0,0.112,0.888,0.0,-0.5256,0.8832215,0.10618717,0.010591325
297,Nice phone to buy,I am writing review after two months of usage.,4.0,0.0,1.0,0.0,0.0,0.08112934,0.8620745,0.05679616
298,"Very good battery, but with a decent camera",Great battery life. We're getting a battery life of almost upto 2 days now.,4.0,0.0,0.728,0.272,0.6249,0.0024689718,0.04629678,0.9512343
299,Amazing and genuine,"I was skeptical at first. Some people mentioned that they received fake of defective products. In my case, the product is genuine. I checked it’s serial number on Apple website too. There is no difference in performance compared to people who bought from stores.",5.0,0.215,0.758,0.027,-0.8481,0.3005336,0.51405317,0.18541323
300,Overall loved but still need a improvement,What do I say about it. Night vision of camera is not at all good. Battery literally gets drain if we use mobile data for longer time. Yes but I have to admit if we do not use mobile data or wifi battery life is longer. Face recognition is not as fast as I was thinking compare to other brands with same features. But I loved my iPhone regardless of all this little issues.,4.0,0.022,0.838,0.14,0.848,0.3482377,0.35797396,0.29378834
301,My Dream Phone Iphone XR,"All the performance is good with all working features. and the main point was the battery backup of the phone it will minimun 1 and 1/2 day and another amazing think is i got no heating in this phone while i playing games like pubg mobile,cwc2 etc.Also a measure think is there is no comparison of ios with android. IOS is best in his performance.",5.0,0.06,0.734,0.207,0.8957,0.0051951166,0.033064067,0.9617408
302,Good Product,"Overall its a good product, battery backup is little bit good compared to other iphone models.., Camera is Okay but i have seen mostly noise in the photos.Sound quality is as usual awesome, and I didn’t tried underwater test but tried splash test, it’s  up to the mark upon splash proof....I am using it since last 3 months I didn’t face any problem...Go 4 It👍🏻",4.0,0.0,0.833,0.167,0.875,0.0073935026,0.04181406,0.9507925
303,Happily switched to iPhone XR from MI A2,Switched to iPhone XR from MI A2,5.0,0.0,1.0,0.0,0.0,0.00672058,0.6592912,0.3339882
304,Never ever buy iphone XR online from Amazon,Amazon people are least bothered after giving a defective product.Such a costly product and i wonder how they can give such a defective Apple product and the customer has to run around with that.Amazon will ask to contact Apple support center and submit it there. and if you contact Apple customer care they will ask to contact Amazon. it just goes around like that.After submitting to Apple now amazon people are relectuent to take it back... its been 5 days without any solution...Please don't buy iphones from Amazon...Worst experience...,1.0,0.073,0.744,0.182,0.8254,0.8605818,0.12272752,0.016690634
305,extremely happy with the phone.,Its been one week since i bought it. I am completely satisfied with the product. Screen is quite big. Only and only problem is with the Charger. It takes 3 hours to charge the phone to 100%. Otherwise everything else is worth the price we are paying.,5.0,0.055,0.842,0.103,0.3167,0.030530697,0.11167312,0.85779613
306,Best iPhone till date,I bought this iPhone XR in the Great Indian Sale from Amazon. Product was perfectly delivered and on time. Buying from amazon is safe and you get genuine products always.,5.0,0.0,0.622,0.378,0.9274,0.0015849554,0.020646296,0.9777688
